Date,Attribute,Value
12/1/2001,Australian Capital Territory,3.989206
1/1/2002,Australia,7.5534593
1/1/2002,New South Wales,6.8328051
1/1/2002,Victoria,7.0522119
1/1/2002,Queensland,8.8774511
1/1/2002,South Australia,8.0467862
1/1/2002,Western Australia,7.9914964
1/1/2002,Tasmania,10.1800915
1/1/2002,Northern Territory,9.2797687
1/1/2002,Australian Capital Territory,5.2001403
2/1/2002,Australia,7.3365333
2/1/2002,New South Wales,6.5647116
2/1/2002,Victoria,6.9728342
2/1/2002,Queensland,8.9968774
2/1/2002,South Australia,7.8409924
2/1/2002,Western Australia,7.2918911
2/1/2002,Tasmania,9.532602
2/1/2002,Northern Territory,6.6763237
2/1/2002,Australian Capital Territory,4.9702584
3/1/2002,Australia,6.7426186
3/1/2002,New South Wales,6.4363828
3/1/2002,Victoria,6.269893
3/1/2002,Queensland,8.1799287
3/1/2002,South Australia,7.0946459
3/1/2002,Western Australia,5.9736819
3/1/2002,Tasmania,8.4041113
3/1/2002,Northern Territory,7.2599102
3/1/2002,Australian Capital Territory,4.4150525
4/1/2002,Australia,6.4139534
4/1/2002,New South Wales,6.1173715
4/1/2002,Victoria,5.7131906
4/1/2002,Queensland,7.8272522
4/1/2002,South Australia,6.549764
4/1/2002,Western Australia,6.4181888
4/1/2002,Tasmania,7.9107219
4/1/2002,Northern Territory,6.5177383
4/1/2002,Australian Capital Territory,4.2805756
5/1/2002,Australia,6.3641089
5/1/2002,New South Wales,6.0042849
5/1/2002,Victoria,5.8241811
5/1/2002,Queensland,7.5749216
5/1/2002,South Australia,6.8032373
5/1/2002,Western Australia,6.3633103
5/1/2002,Tasmania,8.0653032
5/1/2002,Northern Territory,4.7012367
5/1/2002,Australian Capital Territory,4.8131951
6/1/2002,Australia,6.3229471
6/1/2002,New South Wales,6.0026119
6/1/2002,Victoria,6.0737798
6/1/2002,Queensland,7.5371826
6/1/2002,South Australia,6.7061751
6/1/2002,Western Australia,5.5013343
6/1/2002,Tasmania,8.1986685
6/1/2002,Northern Territory,4.9240455
6/1/2002,Australian Capital Territory,4.506957
7/1/2002,Australia,5.6730683
7/1/2002,New South Wales,5.3991667
7/1/2002,Victoria,5.1669977
7/1/2002,Queensland,6.7529336
7/1/2002,South Australia,6.1851061
7/1/2002,Western Australia,5.3835495
7/1/2002,Tasmania,8.5761323
7/1/2002,Northern Territory,4.4142969
7/1/2002,Australian Capital Territory,3.1544352
8/1/2002,Australia,6.1070935
8/1/2002,New South Wales,5.4549287
8/1/2002,Victoria,6.0517924
8/1/2002,Queensland,6.9475132
8/1/2002,South Australia,6.7722628
8/1/2002,Western Australia,6.0872946
8/1/2002,Tasmania,8.813629
8/1/2002,Northern Territory,4.9565545
8/1/2002,Australian Capital Territory,4.7224486
9/1/2002,Australia,6.3557771
9/1/2002,New South Wales,5.9821048
9/1/2002,Victoria,6.081845
9/1/2002,Queensland,7.1156524
9/1/2002,South Australia,6.6863493
9/1/2002,Western Australia,6.4908885
9/1/2002,Tasmania,9.5731482
9/1/2002,Northern Territory,4.122354
9/1/2002,Australian Capital Territory,4.3187553
10/1/2002,Australia,5.7682628
10/1/2002,New South Wales,5.1430293
10/1/2002,Victoria,5.6880583
10/1/2002,Queensland,6.7112655
10/1/2002,South Australia,6.3221004
10/1/2002,Western Australia,5.6458456
10/1/2002,Tasmania,8.1946434
10/1/2002,Northern Territory,5.2200333
10/1/2002,Australian Capital Territory,4.1402488
11/1/2002,Australia,5.7438393
11/1/2002,New South Wales,5.6803625
11/1/2002,Victoria,5.2574701
11/1/2002,Queensland,6.4795305
11/1/2002,South Australia,6.0996739
11/1/2002,Western Australia,5.5703286
11/1/2002,Tasmania,7.6174724
11/1/2002,Northern Territory,4.1679118
11/1/2002,Australian Capital Territory,4.0821737
12/1/2002,Australia,6.0452744
12/1/2002,New South Wales,5.884091
12/1/2002,Victoria,5.5471483
12/1/2002,Queensland,7.1956951
12/1/2002,South Australia,5.6316495
12/1/2002,Western Australia,5.9509063
12/1/2002,Tasmania,9.0795965
12/1/2002,Northern Territory,5.336479
12/1/2002,Australian Capital Territory,2.7887154
1/1/2003,Australia,6.6673153
1/1/2003,New South Wales,6.3733536
1/1/2003,Victoria,5.9585294
1/1/2003,Queensland,7.7191324
1/1/2003,South Australia,7.0775767
1/1/2003,Western Australia,6.8868177
1/1/2003,Tasmania,9.1891942
1/1/2003,Northern Territory,5.9535861
1/1/2003,Australian Capital Territory,5.0816088
2/1/2003,Australia,6.7012041
2/1/2003,New South Wales,6.6265296
2/1/2003,Victoria,5.6444994
2/1/2003,Queensland,8.1006797
2/1/2003,South Australia,6.8996307
2/1/2003,Western Australia,6.3612388
2/1/2003,Tasmania,9.9832701
2/1/2003,Northern Territory,5.5598353
2/1/2003,Australian Capital Territory,5.5325319
3/1/2003,Australia,6.4258188
3/1/2003,New South Wales,5.9682044
3/1/2003,Victoria,5.8537556
3/1/2003,Queensland,8.2070423
3/1/2003,South Australia,6.1435952
3/1/2003,Western Australia,5.8542927
3/1/2003,Tasmania,9.2590761
3/1/2003,Northern Territory,5.8636887
3/1/2003,Australian Capital Territory,5.0407248
4/1/2003,Australia,6.1042784
4/1/2003,New South Wales,5.7076585
4/1/2003,Victoria,5.8444719
4/1/2003,Queensland,7.2687566
4/1/2003,South Australia,5.9841504
4/1/2003,Western Australia,6.0229235
4/1/2003,Tasmania,7.4271309
4/1/2003,Northern Territory,6.5584105
4/1/2003,Australian Capital Territory,3.7913063
5/1/2003,Australia,6.0673351
5/1/2003,New South Wales,5.8678639
5/1/2003,Victoria,5.9243441
5/1/2003,Queensland,6.6760163
5/1/2003,South Australia,6.2437144
5/1/2003,Western Australia,5.5786266
5/1/2003,Tasmania,7.7770096
5/1/2003,Northern Territory,7.0649645
5/1/2003,Australian Capital Territory,4.5851145
6/1/2003,Australia,5.9003182
6/1/2003,New South Wales,5.7270648
6/1/2003,Victoria,5.6707839
6/1/2003,Queensland,6.6858538
6/1/2003,South Australia,6.0416086
6/1/2003,Western Australia,5.3202952
6/1/2003,Tasmania,8.1953607
6/1/2003,Northern Territory,5.8446608
6/1/2003,Australian Capital Territory,3.8386822
7/1/2003,Australia,5.6203136
7/1/2003,New South Wales,5.6062693
7/1/2003,Victoria,5.2899214
7/1/2003,Queensland,6.1750975
7/1/2003,South Australia,5.6664291
7/1/2003,Western Australia,5.5698541
7/1/2003,Tasmania,6.6172786
7/1/2003,Northern Territory,4.4161147
7/1/2003,Australian Capital Territory,4.1183574
8/1/2003,Australia,5.5911078
8/1/2003,New South Wales,5.2354902
8/1/2003,Victoria,5.3392158
8/1/2003,Queensland,6.1993579
8/1/2003,South Australia,5.852296
8/1/2003,Western Australia,5.8585668
8/1/2003,Tasmania,7.6244128
8/1/2003,Northern Territory,4.8391896
8/1/2003,Australian Capital Territory,4.3456765
9/1/2003,Australia,5.7978668
9/1/2003,New South Wales,5.6633694
9/1/2003,Victoria,5.438152
9/1/2003,Queensland,6.137385
9/1/2003,South Australia,5.9872363
9/1/2003,Western Australia,6.2012116
9/1/2003,Tasmania,7.4989918
9/1/2003,Northern Territory,6.6392788
9/1/2003,Australian Capital Territory,3.968785
10/1/2003,Australia,5.4474196
10/1/2003,New South Wales,5.2409897
10/1/2003,Victoria,5.278931
10/1/2003,Queensland,5.7371777
10/1/2003,South Australia,5.8893847
10/1/2003,Western Australia,5.6550808
10/1/2003,Tasmania,7.0418193
10/1/2003,Northern Territory,5.6689566
10/1/2003,Australian Capital Territory,3.3503178
11/1/2003,Australia,5.2597384
11/1/2003,New South Wales,5.280683
11/1/2003,Victoria,4.7902215
11/1/2003,Queensland,5.3829761
11/1/2003,South Australia,5.8295134
11/1/2003,Western Australia,5.710868
11/1/2003,Tasmania,6.9621736
11/1/2003,Northern Territory,4.3496483
11/1/2003,Australian Capital Territory,3.4465924
12/1/2003,Australia,5.5583274
12/1/2003,New South Wales,5.259873
12/1/2003,Victoria,5.5164003
12/1/2003,Queensland,5.9236255
12/1/2003,South Australia,6.1723312
12/1/2003,Western Australia,5.617726
12/1/2003,Tasmania,6.4680801
12/1/2003,Northern Territory,5.160094
12/1/2003,Australian Capital Territory,3.8813672
1/1/2004,Australia,6.0573981
1/1/2004,New South Wales,5.7127956
1/1/2004,Victoria,5.8467269
1/1/2004,Queensland,6.5864294
1/1/2004,South Australia,6.9438536
1/1/2004,Western Australia,6.3334456
1/1/2004,Tasmania,6.5362944
1/1/2004,Northern Territory,5.3570558
1/1/2004,Australian Capital Territory,4.0929468
2/1/2004,Australia,6.3600547
2/1/2004,New South Wales,5.9841045
2/1/2004,Victoria,6.2564082
2/1/2004,Queensland,7.0429867
2/1/2004,South Australia,7.0579339
2/1/2004,Western Australia,6.2375524
2/1/2004,Tasmania,7.4107424
2/1/2004,Northern Territory,5.6248246
2/1/2004,Australian Capital Territory,4.2157789
3/1/2004,Australia,5.7115807
3/1/2004,New South Wales,5.4834833
3/1/2004,Victoria,5.4533304
3/1/2004,Queensland,6.6604645
3/1/2004,South Australia,5.6630264
3/1/2004,Western Australia,5.5839564
3/1/2004,Tasmania,6.4531364
3/1/2004,Northern Territory,4.6543705
3/1/2004,Australian Capital Territory,3.9869205
4/1/2004,Australia,5.5771416
4/1/2004,New South Wales,5.3307168
4/1/2004,Victoria,5.6926595
4/1/2004,Queensland,6.063019
4/1/2004,South Australia,5.8675264
4/1/2004,Western Australia,5.3404817
4/1/2004,Tasmania,5.7386471
4/1/2004,Northern Territory,4.3041991
4/1/2004,Australian Capital Territory,4.0090536
5/1/2004,Australia,5.3426491
5/1/2004,New South Wales,5.4000598
5/1/2004,Victoria,5.0880937
5/1/2004,Queensland,5.431291
5/1/2004,South Australia,5.9765054
5/1/2004,Western Australia,5.260899
5/1/2004,Tasmania,5.9728102
5/1/2004,Northern Territory,5.9835273
5/1/2004,Australian Capital Territory,3.5498844
6/1/2004,Australia,5.3299592
6/1/2004,New South Wales,5.3137926
6/1/2004,Victoria,5.1271915
6/1/2004,Queensland,5.5230379
6/1/2004,South Australia,6.0729525
6/1/2004,Western Australia,4.9803207
6/1/2004,Tasmania,6.5475361
6/1/2004,Northern Territory,6.2288139
6/1/2004,Australian Capital Territory,3.1969738
7/1/2004,Australia,5.0896911
7/1/2004,New South Wales,5.1088346
7/1/2004,Victoria,5.0466248
7/1/2004,Queensland,5.0093727
7/1/2004,South Australia,5.7743733
7/1/2004,Western Australia,4.6822823
7/1/2004,Tasmania,6.6295093
7/1/2004,Northern Territory,6.187127
7/1/2004,Australian Capital Territory,3.0934252
8/1/2004,Australia,5.2980784
8/1/2004,New South Wales,5.1746043
8/1/2004,Victoria,5.6426805
8/1/2004,Queensland,5.0181069
8/1/2004,South Australia,6.0201212
8/1/2004,Western Australia,4.7426796
8/1/2004,Tasmania,6.5776559
8/1/2004,Northern Territory,5.8223916
8/1/2004,Australian Capital Territory,4.0057535
9/1/2004,Australia,5.3939932
9/1/2004,New South Wales,5.1174651
9/1/2004,Victoria,5.945441
9/1/2004,Queensland,4.9942315
9/1/2004,South Australia,5.8010193
9/1/2004,Western Australia,5.0359151
9/1/2004,Tasmania,7.2612709
9/1/2004,Northern Territory,7.1077271
9/1/2004,Australian Capital Territory,4.1326826
10/1/2004,Australia,4.8276242
10/1/2004,New South Wales,4.8229563
10/1/2004,Victoria,5.3808374
10/1/2004,Queensland,4.0125376
10/1/2004,South Australia,5.4912125
10/1/2004,Western Australia,4.4795893
10/1/2004,Tasmania,6.4005768
10/1/2004,Northern Territory,4.8972472
10/1/2004,Australian Capital Territory,3.3522387
11/1/2004,Australia,4.7922465
11/1/2004,New South Wales,5.0291071
11/1/2004,Victoria,5.1629054
11/1/2004,Queensland,4.3848019
11/1/2004,South Australia,4.7976575
11/1/2004,Western Australia,3.9266499
11/1/2004,Tasmania,5.8572313
11/1/2004,Northern Territory,5.038
11/1/2004,Australian Capital Territory,3.2779839
12/1/2004,Australia,4.9803858
12/1/2004,New South Wales,4.9590503
12/1/2004,Victoria,5.5066765
12/1/2004,Queensland,4.7649943
12/1/2004,South Australia,4.9269515
12/1/2004,Western Australia,4.2309536
12/1/2004,Tasmania,5.7907244
12/1/2004,Northern Territory,5.3714497
12/1/2004,Australian Capital Territory,3.6558239
1/1/2005,Australia,5.5758647
1/1/2005,New South Wales,5.4999812
1/1/2005,Victoria,5.7532324
1/1/2005,Queensland,5.4701936
1/1/2005,South Australia,6.4453357
1/1/2005,Western Australia,5.1798654
1/1/2005,Tasmania,5.7814923
1/1/2005,Northern Territory,6.8094409
1/1/2005,Australian Capital Territory,3.3993608
2/1/2005,Australia,5.727309
2/1/2005,New South Wales,5.9490801
2/1/2005,Victoria,6.0986139
2/1/2005,Queensland,5.2701321
2/1/2005,South Australia,5.9148819
2/1/2005,Western Australia,4.9128661
2/1/2005,Tasmania,6.3617915
2/1/2005,Northern Territory,6.6459341
2/1/2005,Australian Capital Territory,4.1814073
3/1/2005,Australia,5.4393232
3/1/2005,New South Wales,5.7545066
3/1/2005,Victoria,5.6142979
3/1/2005,Queensland,4.9363617
3/1/2005,South Australia,5.4851564
3/1/2005,Western Australia,5.1011809
3/1/2005,Tasmania,6.0857074
3/1/2005,Northern Territory,5.8392049
3/1/2005,Australian Capital Territory,3.6005761
4/1/2005,Australia,5.1894301
4/1/2005,New South Wales,5.0331882
4/1/2005,Victoria,5.5666748
4/1/2005,Queensland,5.2790459
4/1/2005,South Australia,5.3272738
4/1/2005,Western Australia,4.6862155
4/1/2005,Tasmania,6.0637104
4/1/2005,Northern Territory,5.0284865
4/1/2005,Australian Capital Territory,3.153235
5/1/2005,Australia,5.111896
5/1/2005,New South Wales,5.0898371
5/1/2005,Victoria,5.3886871
5/1/2005,Queensland,5.2062764
5/1/2005,South Australia,5.2807876
5/1/2005,Western Australia,4.4576086
5/1/2005,Tasmania,5.2520851
5/1/2005,Northern Territory,5.8251262
5/1/2005,Australian Capital Territory,3.1930223
6/1/2005,Australia,4.8325796
6/1/2005,New South Wales,4.9054855
6/1/2005,Victoria,4.995684
6/1/2005,Queensland,4.583126
6/1/2005,South Australia,5.152846
6/1/2005,Western Australia,4.633355
6/1/2005,Tasmania,5.6256728
6/1/2005,Northern Territory,4.8448651
6/1/2005,Australian Capital Territory,2.8810696
7/1/2005,Australia,4.5595545
7/1/2005,New South Wales,4.4755271
7/1/2005,Victoria,4.9057771
7/1/2005,Queensland,4.4578968
7/1/2005,South Australia,4.3090001
7/1/2005,Western Australia,4.3030208
7/1/2005,Tasmania,5.8156783
7/1/2005,Northern Territory,5.4151084
7/1/2005,Australian Capital Territory,2.9798617
8/1/2005,Australia,4.6980991
8/1/2005,New South Wales,4.6249551
8/1/2005,Victoria,4.9214605
8/1/2005,Queensland,4.776006
8/1/2005,South Australia,4.767993
8/1/2005,Western Australia,4.2685986
8/1/2005,Tasmania,6.0998153
8/1/2005,Northern Territory,4.0742123
8/1/2005,Australian Capital Territory,2.9232517
9/1/2005,Australia,5.0103803
9/1/2005,New South Wales,5.3683713
9/1/2005,Victoria,5.5667201
9/1/2005,Queensland,4.3832251
9/1/2005,South Australia,4.7427025
9/1/2005,Western Australia,3.9926381
9/1/2005,Tasmania,6.5734941
9/1/2005,Northern Territory,4.8151854
9/1/2005,Australian Capital Territory,3.0161125
10/1/2005,Australia,4.7303604
10/1/2005,New South Wales,4.9499213
10/1/2005,Victoria,5.0835499
10/1/2005,Queensland,4.2905241
10/1/2005,South Australia,4.7000283
10/1/2005,Western Australia,3.731721
10/1/2005,Tasmania,7.4371751
10/1/2005,Northern Territory,4.3250016
10/1/2005,Australian Capital Territory,3.5015328
11/1/2005,Australia,4.5712018
11/1/2005,New South Wales,4.920252
11/1/2005,Victoria,4.7973819
11/1/2005,Queensland,4.1184642
11/1/2005,South Australia,4.363796
11/1/2005,Western Australia,3.6717433
11/1/2005,Tasmania,7.024852
11/1/2005,Northern Territory,4.9495305
11/1/2005,Australian Capital Territory,2.9455057
12/1/2005,Australia,4.9605702
12/1/2005,New South Wales,5.2115966
12/1/2005,Victoria,5.2535458
12/1/2005,Queensland,4.6774354
12/1/2005,South Australia,4.74238
12/1/2005,Western Australia,4.1222329
12/1/2005,Tasmania,6.0135198
12/1/2005,Northern Territory,6.5569182
12/1/2005,Australian Capital Territory,3.1352862
1/1/2006,Australia,5.6690133
1/1/2006,New South Wales,6.1298196
1/1/2006,Victoria,5.6229429
1/1/2006,Queensland,5.6495431
1/1/2006,South Australia,5.2549314
1/1/2006,Western Australia,4.5747709
1/1/2006,Tasmania,6.7602851
1/1/2006,Northern Territory,7.8031514
1/1/2006,Australian Capital Territory,3.7593178
2/1/2006,Australia,5.7412708
2/1/2006,New South Wales,5.8370043
2/1/2006,Victoria,5.9369214
2/1/2006,Queensland,5.8753244
2/1/2006,South Australia,5.4779245
2/1/2006,Western Australia,4.6612786
2/1/2006,Tasmania,7.4655092
2/1/2006,Northern Territory,7.7740573
2/1/2006,Australian Capital Territory,3.949855
3/1/2006,Australia,5.1246414
3/1/2006,New South Wales,5.1073425
3/1/2006,Victoria,5.3576307
3/1/2006,Queensland,5.2581913
3/1/2006,South Australia,5.2341957
3/1/2006,Western Australia,4.2388051
3/1/2006,Tasmania,6.7907311
3/1/2006,Northern Territory,4.9840656
3/1/2006,Australian Capital Territory,3.4477637
4/1/2006,Australia,5.0406794
4/1/2006,New South Wales,5.4599101
4/1/2006,Victoria,5.3564392
4/1/2006,Queensland,4.6884259
4/1/2006,South Australia,5.1260249
4/1/2006,Western Australia,3.7197424
4/1/2006,Tasmania,5.6622916
4/1/2006,Northern Territory,5.718213
4/1/2006,Australian Capital Territory,3.3126305
5/1/2006,Australia,4.8137301
5/1/2006,New South Wales,5.1054922
5/1/2006,Victoria,5.0564304
5/1/2006,Queensland,4.6903076
5/1/2006,South Australia,5.0117527
5/1/2006,Western Australia,3.2182028
5/1/2006,Tasmania,6.1542139
5/1/2006,Northern Territory,5.7589379
5/1/2006,Australian Capital Territory,3.8906417
6/1/2006,Australia,4.691645
6/1/2006,New South Wales,5.2212495
6/1/2006,Victoria,4.8313321
6/1/2006,Queensland,4.4413666
6/1/2006,South Australia,4.4812221
6/1/2006,Western Australia,3.3710233
6/1/2006,Tasmania,6.3428811
6/1/2006,Northern Territory,4.7716023
6/1/2006,Australian Capital Territory,2.497056
7/1/2006,Australia,4.2786831
7/1/2006,New South Wales,4.5288197
7/1/2006,Victoria,4.7292788
7/1/2006,Queensland,4.0146861
7/1/2006,South Australia,4.5558015
7/1/2006,Western Australia,2.7269781
7/1/2006,Tasmania,5.8441478
7/1/2006,Northern Territory,4.3004349
7/1/2006,Australian Capital Territory,2.4331972
8/1/2006,Australia,4.5114414
8/1/2006,New South Wales,5.0379139
8/1/2006,Victoria,4.3920268
8/1/2006,Queensland,4.2493395
8/1/2006,South Australia,4.7311255
8/1/2006,Western Australia,3.4722639
8/1/2006,Tasmania,6.1805211
8/1/2006,Northern Territory,4.1919411
8/1/2006,Australian Capital Territory,3.0120433
9/1/2006,Australia,4.669133
9/1/2006,New South Wales,5.2734286
9/1/2006,Victoria,4.6395109
9/1/2006,Queensland,4.3916898
9/1/2006,South Australia,4.6662208
9/1/2006,Western Australia,3.420123
9/1/2006,Tasmania,6.9676297
9/1/2006,Northern Territory,3.2410066
9/1/2006,Australian Capital Territory,2.6684046
10/1/2006,Australia,4.2169575
10/1/2006,New South Wales,4.5047624
10/1/2006,Victoria,4.6742096
10/1/2006,Queensland,3.4469106
10/1/2006,South Australia,4.4577329
10/1/2006,Western Australia,3.527095
10/1/2006,Tasmania,6.4194059
10/1/2006,Northern Territory,2.5777958
10/1/2006,Australian Capital Territory,2.59562
11/1/2006,Australia,4.194665
11/1/2006,New South Wales,4.6954113
11/1/2006,Victoria,4.2957016
11/1/2006,Queensland,3.7067749
11/1/2006,South Australia,4.9486244
11/1/2006,Western Australia,2.8365766
11/1/2006,Tasmania,5.9240505
11/1/2006,Northern Territory,2.9531069
11/1/2006,Australian Capital Territory,2.714056
12/1/2006,Australia,4.4710167
12/1/2006,New South Wales,4.7478953
12/1/2006,Victoria,4.9670307
12/1/2006,Queensland,3.8771917
12/1/2006,South Australia,5.3809987
12/1/2006,Western Australia,3.1377366
12/1/2006,Tasmania,5.7259126
12/1/2006,Northern Territory,2.2751041
12/1/2006,Australian Capital Territory,2.9266874
1/1/2007,Australia,4.999959
1/1/2007,New South Wales,5.3917386
1/1/2007,Victoria,5.2802199
1/1/2007,Queensland,4.5378391
1/1/2007,South Australia,6.1868759
1/1/2007,Western Australia,3.5505075
1/1/2007,Tasmania,5.5970423
1/1/2007,Northern Territory,2.3981011
1/1/2007,Australian Capital Territory,3.59065
2/1/2007,Australia,5.2301543
2/1/2007,New South Wales,5.9301444
2/1/2007,Victoria,5.4080691
2/1/2007,Queensland,4.7987261
2/1/2007,South Australia,5.6493158
2/1/2007,Western Australia,3.5143715
2/1/2007,Tasmania,5.9869424
2/1/2007,Northern Territory,4.3307572
2/1/2007,Australian Capital Territory,3.0750561
3/1/2007,Australia,4.7140294
3/1/2007,New South Wales,5.0961076
3/1/2007,Victoria,5.0984291
3/1/2007,Queensland,4.4403778
3/1/2007,South Australia,5.1550279
3/1/2007,Western Australia,2.9492077
3/1/2007,Tasmania,5.4030069
3/1/2007,Northern Territory,4.6202651
3/1/2007,Australian Capital Territory,3.4010019
4/1/2007,Australia,4.4564798
4/1/2007,New South Wales,5.1155083
4/1/2007,Victoria,4.8658254
4/1/2007,Queensland,3.5344175
4/1/2007,South Australia,5.2569691
4/1/2007,Western Australia,2.7507228
4/1/2007,Tasmania,4.7408445
4/1/2007,Northern Territory,4.9518422
4/1/2007,Australian Capital Territory,3.4363989
5/1/2007,Australia,4.2774755
5/1/2007,New South Wales,4.830686
5/1/2007,Victoria,4.7341537
5/1/2007,Queensland,3.3917395
5/1/2007,South Australia,4.7116792
5/1/2007,Western Australia,3.1253707
5/1/2007,Tasmania,3.8329297
5/1/2007,Northern Territory,5.3428541
5/1/2007,Australian Capital Territory,2.9335754
6/1/2007,Australia,4.2129282
6/1/2007,New South Wales,4.5241713
6/1/2007,Victoria,4.4652388
6/1/2007,Queensland,3.5085937
6/1/2007,South Australia,4.6825756
6/1/2007,Western Australia,3.7334684
6/1/2007,Tasmania,4.8863544
6/1/2007,Northern Territory,4.6122355
6/1/2007,Australian Capital Territory,3.0088455
7/1/2007,Australia,3.9149252
7/1/2007,New South Wales,4.3459174
7/1/2007,Victoria,4.0494168
7/1/2007,Queensland,3.3285419
7/1/2007,South Australia,4.5796111
7/1/2007,Western Australia,3.029323
7/1/2007,Tasmania,4.7957071
7/1/2007,Northern Territory,3.9594032
7/1/2007,Australian Capital Territory,2.4574375
8/1/2007,Australia,4.1166713
8/1/2007,New South Wales,4.4210047
8/1/2007,Victoria,4.5774371
8/1/2007,Queensland,3.4330929
8/1/2007,South Australia,4.5979977
8/1/2007,Western Australia,3.0807315
8/1/2007,Tasmania,5.3765557
8/1/2007,Northern Territory,4.4422144
8/1/2007,Australian Capital Territory,2.4932086
9/1/2007,Australia,4.2115748
9/1/2007,New South Wales,4.6683103
9/1/2007,Victoria,4.304915
9/1/2007,Queensland,3.658471
9/1/2007,South Australia,4.5623793
9/1/2007,Western Australia,3.5566202
9/1/2007,Tasmania,5.2890363
9/1/2007,Northern Territory,3.7812191
9/1/2007,Australian Capital Territory,2.4046822
10/1/2007,Australia,4.0970234
10/1/2007,New South Wales,4.4175967
10/1/2007,Victoria,4.1639243
10/1/2007,Queensland,3.3690924
10/1/2007,South Australia,5.3189915
10/1/2007,Western Australia,3.4363784
10/1/2007,Tasmania,6.0396527
10/1/2007,Northern Territory,3.9475137
10/1/2007,Australian Capital Territory,2.2773784
11/1/2007,Australia,4.1081709
11/1/2007,New South Wales,4.4945345
11/1/2007,Victoria,4.4831797
11/1/2007,Queensland,3.3821038
11/1/2007,South Australia,4.5167678
11/1/2007,Western Australia,2.9837686
11/1/2007,Tasmania,5.2024034
11/1/2007,Northern Territory,5.7735793
11/1/2007,Australian Capital Territory,2.8099113
12/1/2007,Australia,4.2104263
12/1/2007,New South Wales,4.5789293
12/1/2007,Victoria,4.7723945
12/1/2007,Queensland,3.3590198
12/1/2007,South Australia,4.8542144
12/1/2007,Western Australia,3.0482057
12/1/2007,Tasmania,5.3431278
12/1/2007,Northern Territory,4.9023622
12/1/2007,Australian Capital Territory,1.7357968
1/1/2008,Australia,4.5641001
1/1/2008,New South Wales,4.9995735
1/1/2008,Victoria,4.7968276
1/1/2008,Queensland,3.9153321
1/1/2008,South Australia,5.1570133
1/1/2008,Western Australia,3.6925904
1/1/2008,Tasmania,4.9488158
1/1/2008,Northern Territory,5.394335
1/1/2008,Australian Capital Territory,2.5807885
2/1/2008,Australia,4.4983162
2/1/2008,New South Wales,4.7555228
2/1/2008,Victoria,4.6835231
2/1/2008,Queensland,4.2980962
2/1/2008,South Australia,5.0558748
2/1/2008,Western Australia,3.1947883
2/1/2008,Tasmania,5.5772666
2/1/2008,Northern Territory,5.4260674
2/1/2008,Australian Capital Territory,3.1881011
3/1/2008,Australia,4.2992943
3/1/2008,New South Wales,4.483521
3/1/2008,Victoria,4.5155445
3/1/2008,Queensland,4.065638
3/1/2008,South Australia,4.6848904
3/1/2008,Western Australia,3.4244021
3/1/2008,Tasmania,4.8537445
3/1/2008,Northern Territory,4.4595874
3/1/2008,Australian Capital Territory,3.4893767
4/1/2008,Australia,4.3261106
4/1/2008,New South Wales,4.5493528
4/1/2008,Victoria,4.8554213
4/1/2008,Queensland,3.8086583
4/1/2008,South Australia,5.0254323
4/1/2008,Western Australia,3.307087
4/1/2008,Tasmania,3.4965212
4/1/2008,Northern Territory,4.2310393
4/1/2008,Australian Capital Territory,3.0675319
5/1/2008,Australia,4.2824745
5/1/2008,New South Wales,4.7816443
5/1/2008,Victoria,4.331131
5/1/2008,Queensland,3.815389
5/1/2008,South Australia,5.11044
5/1/2008,Western Australia,3.5213916
5/1/2008,Tasmania,3.6920226
5/1/2008,Northern Territory,3.4354782
5/1/2008,Australian Capital Territory,2.3622393
6/1/2008,Australia,4.1282791
6/1/2008,New South Wales,4.5215183
6/1/2008,Victoria,4.4748502
6/1/2008,Queensland,3.6687009
6/1/2008,South Australia,4.5110686
6/1/2008,Western Australia,3.1785794
6/1/2008,Tasmania,3.7698898
6/1/2008,Northern Territory,3.636546
6/1/2008,Australian Capital Territory,2.3073028
7/1/2008,Australia,3.9264848
7/1/2008,New South Wales,4.3083478
7/1/2008,Victoria,4.3537868
7/1/2008,Queensland,3.3731493
7/1/2008,South Australia,4.3687719
7/1/2008,Western Australia,2.8588621
7/1/2008,Tasmania,4.4647395
7/1/2008,Northern Territory,2.208943
7/1/2008,Australian Capital Territory,2.4718238
8/1/2008,Australia,3.8543187
8/1/2008,New South Wales,4.632738
8/1/2008,Victoria,4.0565772
8/1/2008,Queensland,3.0436529
8/1/2008,South Australia,4.2643836
8/1/2008,Western Australia,2.6099341
8/1/2008,Tasmania,3.9388277
8/1/2008,Northern Territory,1.9755678
8/1/2008,Australian Capital Territory,3.4273103
9/1/2008,Australia,4.2758409
9/1/2008,New South Wales,4.8573403
9/1/2008,Victoria,4.4167397
9/1/2008,Queensland,3.6489439
9/1/2008,South Australia,5.5824104
9/1/2008,Western Australia,2.9991332
9/1/2008,Tasmania,3.9597336
9/1/2008,Northern Territory,2.681097
9/1/2008,Australian Capital Territory,2.7782221
10/1/2008,Australia,4.0712553
10/1/2008,New South Wales,5.0064545
10/1/2008,Victoria,4.1007128
10/1/2008,Queensland,3.4352982
10/1/2008,South Australia,5.2059285
10/1/2008,Western Australia,2.1912106
10/1/2008,Tasmania,3.9124716
10/1/2008,Northern Territory,3.0824378
10/1/2008,Australian Capital Territory,1.9290465
