Date,Attribute,Value
2/1/1990,Northern Territory,8.258423
2/1/1990,Australian Capital Territory,6.0847493
3/1/1990,Australia,6.5058005
3/1/1990,New South Wales,6.4760371
3/1/1990,Victoria,5.0831715
3/1/1990,Queensland,7.7234782
3/1/1990,South Australia,6.8899497
3/1/1990,Western Australia,7.4748551
3/1/1990,Tasmania,8.3371879
3/1/1990,Northern Territory,7.0101569
3/1/1990,Australian Capital Territory,6.3668783
4/1/1990,Australia,6.3314647
4/1/1990,New South Wales,6.180825
4/1/1990,Victoria,4.9224052
4/1/1990,Queensland,7.8818172
4/1/1990,South Australia,6.6742987
4/1/1990,Western Australia,7.5152249
4/1/1990,Tasmania,8.1618653
4/1/1990,Northern Territory,5.5489705
4/1/1990,Australian Capital Territory,5.0087875
5/1/1990,Australia,6.4872906
5/1/1990,New South Wales,6.2183816
5/1/1990,Victoria,5.3071075
5/1/1990,Queensland,7.7895964
5/1/1990,South Australia,7.2176274
5/1/1990,Western Australia,7.5920413
5/1/1990,Tasmania,8.1051016
5/1/1990,Northern Territory,5.8130112
5/1/1990,Australian Capital Territory,5.1981138
6/1/1990,Australia,6.3932773
6/1/1990,New South Wales,6.0873258
6/1/1990,Victoria,5.1690125
6/1/1990,Queensland,7.7539901
6/1/1990,South Australia,6.8139901
6/1/1990,Western Australia,7.5777391
6/1/1990,Tasmania,9.1706519
6/1/1990,Northern Territory,6.1435524
6/1/1990,Australian Capital Territory,4.9399187
7/1/1990,Australia,6.6816946
7/1/1990,New South Wales,6.3908634
7/1/1990,Victoria,5.9798531
7/1/1990,Queensland,7.7457739
7/1/1990,South Australia,7.0208925
7/1/1990,Western Australia,7.3204369
7/1/1990,Tasmania,8.6870483
7/1/1990,Northern Territory,6.5100968
7/1/1990,Australian Capital Territory,4.6642359
8/1/1990,Australia,6.9652954
8/1/1990,New South Wales,6.4086469
8/1/1990,Victoria,6.2606449
8/1/1990,Queensland,8.09481
8/1/1990,South Australia,8.0893774
8/1/1990,Western Australia,7.6480014
8/1/1990,Tasmania,9.160017
8/1/1990,Northern Territory,7.1049738
8/1/1990,Australian Capital Territory,4.6978177
9/1/1990,Australia,7.3268658
9/1/1990,New South Wales,6.8076817
9/1/1990,Victoria,6.8200648
9/1/1990,Queensland,7.9679788
9/1/1990,South Australia,8.4332996
9/1/1990,Western Australia,8.3009036
9/1/1990,Tasmania,9.2915203
9/1/1990,Northern Territory,8.547961
9/1/1990,Australian Capital Territory,4.3918362
10/1/1990,Australia,7.1354024
10/1/1990,New South Wales,6.2409833
10/1/1990,Victoria,6.9813383
10/1/1990,Queensland,8.039421
10/1/1990,South Australia,8.0445384
10/1/1990,Western Australia,7.9098606
10/1/1990,Tasmania,9.1755852
10/1/1990,Northern Territory,8.0968142
10/1/1990,Australian Capital Territory,5.446667
11/1/1990,Australia,7.4033026
11/1/1990,New South Wales,6.6166387
11/1/1990,Victoria,7.5700222
11/1/1990,Queensland,8.1954776
11/1/1990,South Australia,7.984178
11/1/1990,Western Australia,8.0560361
11/1/1990,Tasmania,8.3698858
11/1/1990,Northern Territory,5.9591113
11/1/1990,Australian Capital Territory,5.3647093
12/1/1990,Australia,8.1338049
12/1/1990,New South Wales,7.2506389
12/1/1990,Victoria,8.0573914
12/1/1990,Queensland,9.4643391
12/1/1990,South Australia,8.4675053
12/1/1990,Western Australia,8.6843122
12/1/1990,Tasmania,9.7572989
12/1/1990,Northern Territory,8.4750891
12/1/1990,Australian Capital Territory,6.2125107
1/1/1991,Australia,9.0821986
1/1/1991,New South Wales,8.1448115
1/1/1991,Victoria,9.0126587
1/1/1991,Queensland,9.8915874
1/1/1991,South Australia,10.092566
1/1/1991,Western Australia,9.9370638
1/1/1991,Tasmania,10.2695097
1/1/1991,Northern Territory,10.4446126
1/1/1991,Australian Capital Territory,8.1285471
2/1/1991,Australia,9.4823345
2/1/1991,New South Wales,8.5626995
2/1/1991,Victoria,9.4132668
2/1/1991,Queensland,10.6480111
2/1/1991,South Australia,9.7557106
2/1/1991,Western Australia,10.701764
2/1/1991,Tasmania,10.3264634
2/1/1991,Northern Territory,9.6594794
2/1/1991,Australian Capital Territory,7.6312446
3/1/1991,Australia,9.5929512
3/1/1991,New South Wales,8.7513083
3/1/1991,Victoria,9.6910202
3/1/1991,Queensland,10.9417749
3/1/1991,South Australia,9.3312384
3/1/1991,Western Australia,10.8469949
3/1/1991,Tasmania,10.0509517
3/1/1991,Northern Territory,8.638847
3/1/1991,Australian Capital Territory,5.6521918
4/1/1991,Australia,9.9162278
4/1/1991,New South Wales,8.5214422
4/1/1991,Victoria,10.6571066
4/1/1991,Queensland,11.1574172
4/1/1991,South Australia,9.7887507
4/1/1991,Western Australia,11.3379795
4/1/1991,Tasmania,10.4079994
4/1/1991,Northern Territory,8.8809295
4/1/1991,Australian Capital Territory,6.5519535
5/1/1991,Australia,9.465227
5/1/1991,New South Wales,8.3864098
5/1/1991,Victoria,10.0179991
5/1/1991,Queensland,10.6521419
5/1/1991,South Australia,9.4736396
5/1/1991,Western Australia,10.1695567
5/1/1991,Tasmania,10.1068222
5/1/1991,Northern Territory,9.1019443
5/1/1991,Australian Capital Territory,6.1630451
6/1/1991,Australia,8.9818121
6/1/1991,New South Wales,7.9128304
6/1/1991,Victoria,9.7524285
6/1/1991,Queensland,9.1636526
6/1/1991,South Australia,9.0827074
6/1/1991,Western Australia,10.4434338
6/1/1991,Tasmania,11.2457719
6/1/1991,Northern Territory,6.7229117
6/1/1991,Australian Capital Territory,5.9447145
7/1/1991,Australia,9.514855
7/1/1991,New South Wales,8.6709738
7/1/1991,Victoria,9.7967
7/1/1991,Queensland,9.9043912
7/1/1991,South Australia,10.1812544
7/1/1991,Western Australia,10.8791798
7/1/1991,Tasmania,10.3682266
7/1/1991,Northern Territory,8.4498828
7/1/1991,Australian Capital Territory,6.6937428
8/1/1991,Australia,9.4639942
8/1/1991,New South Wales,8.9989975
8/1/1991,Victoria,9.7067967
8/1/1991,Queensland,9.2648942
8/1/1991,South Australia,10.2628939
8/1/1991,Western Australia,10.5078733
8/1/1991,Tasmania,10.9295688
8/1/1991,Northern Territory,8.376584
8/1/1991,Australian Capital Territory,5.8514042
9/1/1991,Australia,9.9695988
9/1/1991,New South Wales,9.6408892
9/1/1991,Victoria,10.6391678
9/1/1991,Queensland,9.1910135
9/1/1991,South Australia,10.6040432
9/1/1991,Western Australia,10.6875536
9/1/1991,Tasmania,11.1910738
9/1/1991,Northern Territory,8.4136385
9/1/1991,Australian Capital Territory,6.1843714
10/1/1991,Australia,9.363147
10/1/1991,New South Wales,8.9512186
10/1/1991,Victoria,9.7828863
10/1/1991,Queensland,8.7510503
10/1/1991,South Australia,10.210624
10/1/1991,Western Australia,10.3181296
10/1/1991,Tasmania,10.3347964
10/1/1991,Northern Territory,9.7729082
10/1/1991,Australian Capital Territory,6.1887457
11/1/1991,Australia,9.5732156
11/1/1991,New South Wales,9.2477722
11/1/1991,Victoria,10.2159136
11/1/1991,Queensland,8.7224854
11/1/1991,South Australia,10.2335198
11/1/1991,Western Australia,10.2010069
11/1/1991,Tasmania,11.3819458
11/1/1991,Northern Territory,9.1014649
11/1/1991,Australian Capital Territory,5.7967675
12/1/1991,Australia,10.5127011
12/1/1991,New South Wales,10.1301501
12/1/1991,Victoria,11.2057281
12/1/1991,Queensland,10.0120168
12/1/1991,South Australia,11.2422901
12/1/1991,Western Australia,10.6481054
12/1/1991,Tasmania,11.7863652
12/1/1991,Northern Territory,8.9066022
12/1/1991,Australian Capital Territory,7.3786397
1/1/1992,Australia,11.2022708
1/1/1992,New South Wales,10.6755002
1/1/1992,Victoria,11.621645
1/1/1992,Queensland,10.9521829
1/1/1992,South Australia,11.7731011
1/1/1992,Western Australia,12.3445483
1/1/1992,Tasmania,12.2034384
1/1/1992,Northern Territory,9.9850186
1/1/1992,Australian Capital Territory,7.8311225
2/1/1992,Australia,11.4542347
2/1/1992,New South Wales,10.7834044
2/1/1992,Victoria,12.1369824
2/1/1992,Queensland,11.2913781
2/1/1992,South Australia,12.304577
2/1/1992,Western Australia,12.2315616
2/1/1992,Tasmania,11.688104
2/1/1992,Northern Territory,9.7135785
2/1/1992,Australian Capital Territory,8.3280542
3/1/1992,Australia,10.8987931
3/1/1992,New South Wales,9.9158638
3/1/1992,Victoria,11.9344447
3/1/1992,Queensland,10.7586081
3/1/1992,South Australia,11.2570294
3/1/1992,Western Australia,12.071348
3/1/1992,Tasmania,11.4496109
3/1/1992,Northern Territory,8.5499885
3/1/1992,Australian Capital Territory,8.4848956
4/1/1992,Australia,10.4769046
4/1/1992,New South Wales,9.7443455
4/1/1992,Victoria,11.4649693
4/1/1992,Queensland,10.2245223
4/1/1992,South Australia,11.5885153
4/1/1992,Western Australia,10.9694795
4/1/1992,Tasmania,10.4131348
4/1/1992,Northern Territory,5.6986791
4/1/1992,Australian Capital Territory,7.4985503
5/1/1992,Australia,10.5669819
5/1/1992,New South Wales,9.8482955
5/1/1992,Victoria,11.6326936
5/1/1992,Queensland,10.3081252
5/1/1992,South Australia,11.8351688
5/1/1992,Western Australia,10.8365494
5/1/1992,Tasmania,10.5683743
5/1/1992,Northern Territory,6.5946884
5/1/1992,Australian Capital Territory,6.2211466
6/1/1992,Australia,10.4873555
6/1/1992,New South Wales,9.8984378
6/1/1992,Victoria,11.2737913
6/1/1992,Queensland,10.4285671
6/1/1992,South Australia,11.4469464
6/1/1992,Western Australia,10.4154536
6/1/1992,Tasmania,11.6765966
6/1/1992,Northern Territory,6.6830047
6/1/1992,Australian Capital Territory,7.2147755
7/1/1992,Australia,10.55372
7/1/1992,New South Wales,10.0640905
7/1/1992,Victoria,11.3010263
7/1/1992,Queensland,10.4732457
7/1/1992,South Australia,11.0237238
7/1/1992,Western Australia,10.5065389
7/1/1992,Tasmania,11.2269993
7/1/1992,Northern Territory,8.4163227
7/1/1992,Australian Capital Territory,8.2367743
8/1/1992,Australia,10.4267697
8/1/1992,New South Wales,10.3859568
8/1/1992,Victoria,10.9343325
8/1/1992,Queensland,9.4341836
8/1/1992,South Australia,11.6601519
8/1/1992,Western Australia,10.8279918
8/1/1992,Tasmania,11.1064249
8/1/1992,Northern Territory,5.2232194
8/1/1992,Australian Capital Territory,7.5813823
9/1/1992,Australia,10.5607533
9/1/1992,New South Wales,10.29542
9/1/1992,Victoria,11.0427205
9/1/1992,Queensland,9.9958244
9/1/1992,South Australia,11.7001886
9/1/1992,Western Australia,10.8569167
9/1/1992,Tasmania,11.4594327
9/1/1992,Northern Territory,7.4006836
9/1/1992,Australian Capital Territory,7.8987098
10/1/1992,Australia,10.4416325
10/1/1992,New South Wales,10.5828732
10/1/1992,Victoria,11.0108217
10/1/1992,Queensland,9.3247236
10/1/1992,South Australia,11.4000983
10/1/1992,Western Australia,10.3973316
10/1/1992,Tasmania,11.9029969
10/1/1992,Northern Territory,6.496393
10/1/1992,Australian Capital Territory,6.5505177
11/1/1992,Australia,10.4798409
11/1/1992,New South Wales,10.3438964
11/1/1992,Victoria,11.3534109
11/1/1992,Queensland,9.9991487
11/1/1992,South Australia,11.4659768
11/1/1992,Western Australia,9.4700565
11/1/1992,Tasmania,11.2324022
11/1/1992,Northern Territory,8.6521771
11/1/1992,Australian Capital Territory,6.0854221
12/1/1992,Australia,11.1883689
12/1/1992,New South Wales,11.1049665
12/1/1992,Victoria,11.6987162
12/1/1992,Queensland,10.7673301
12/1/1992,South Australia,12.0873094
12/1/1992,Western Australia,10.9047886
12/1/1992,Tasmania,12.6219489
12/1/1992,Northern Territory,8.949665
12/1/1992,Australian Capital Territory,6.2916023
1/1/1993,Australia,11.707092
1/1/1993,New South Wales,11.6059829
1/1/1993,Victoria,12.2267264
1/1/1993,Queensland,11.4417198
1/1/1993,South Australia,12.5269784
1/1/1993,Western Australia,11.0393682
1/1/1993,Tasmania,13.628612
1/1/1993,Northern Territory,8.5123869
1/1/1993,Australian Capital Territory,7.802077
2/1/1993,Australia,12.1271529
2/1/1993,New South Wales,12.400087
2/1/1993,Victoria,12.797452
2/1/1993,Queensland,11.7082585
2/1/1993,South Australia,12.2083296
2/1/1993,Western Australia,10.7786524
2/1/1993,Tasmania,12.8707902
2/1/1993,Northern Territory,10.356486
2/1/1993,Australian Capital Territory,8.6171757
3/1/1993,Australia,11.2827671
3/1/1993,New South Wales,11.4055895
3/1/1993,Victoria,11.9674462
3/1/1993,Queensland,11.1252802
3/1/1993,South Australia,11.4736622
3/1/1993,Western Australia,9.7189639
3/1/1993,Tasmania,12.0527171
3/1/1993,Northern Territory,9.9485808
3/1/1993,Australian Capital Territory,8.3307251
4/1/1993,Australia,10.8421538
4/1/1993,New South Wales,10.7174922
4/1/1993,Victoria,11.4242538
4/1/1993,Queensland,10.6913041
4/1/1993,South Australia,11.3851628
4/1/1993,Western Australia,10.207244
4/1/1993,Tasmania,12.4404669
4/1/1993,Northern Territory,7.7952768
4/1/1993,Australian Capital Territory,6.9985849
5/1/1993,Australia,10.7241859
5/1/1993,New South Wales,10.3180178
5/1/1993,Victoria,12.2833756
5/1/1993,Queensland,10.4216707
5/1/1993,South Australia,10.6197584
5/1/1993,Western Australia,9.6735741
5/1/1993,Tasmania,11.5942616
5/1/1993,Northern Territory,6.9654561
5/1/1993,Australian Capital Territory,6.2839697
6/1/1993,Australia,10.6707003
6/1/1993,New South Wales,10.4222201
6/1/1993,Victoria,12.0066901
6/1/1993,Queensland,10.3624847
6/1/1993,South Australia,10.6696071
6/1/1993,Western Australia,8.9869519
6/1/1993,Tasmania,12.9668757
6/1/1993,Northern Territory,7.603326
6/1/1993,Australian Capital Territory,7.1154841
7/1/1993,Australia,10.3750797
7/1/1993,New South Wales,9.944476
7/1/1993,Victoria,11.7799182
7/1/1993,Queensland,10.0906604
7/1/1993,South Australia,10.630739
7/1/1993,Western Australia,8.9510893
7/1/1993,Tasmania,12.2971538
7/1/1993,Northern Territory,7.4295184
7/1/1993,Australian Capital Territory,6.8290802
8/1/1993,Australia,10.7013779
8/1/1993,New South Wales,10.4775056
8/1/1993,Victoria,12.1069331
8/1/1993,Queensland,10.3060287
8/1/1993,South Australia,10.1579594
8/1/1993,Western Australia,9.4025286
8/1/1993,Tasmania,13.1658592
8/1/1993,Northern Territory,7.7583862
8/1/1993,Australian Capital Territory,6.7679559
9/1/1993,Australia,10.6909756
9/1/1993,New South Wales,10.4464628
9/1/1993,Victoria,12.0643912
9/1/1993,Queensland,10.2960155
9/1/1993,South Australia,10.6264427
9/1/1993,Western Australia,9.2735128
9/1/1993,Tasmania,12.8079312
9/1/1993,Northern Territory,6.4208411
9/1/1993,Australian Capital Territory,7.2368832
10/1/1993,Australia,10.341297
10/1/1993,New South Wales,10.3125498
10/1/1993,Victoria,11.7085948
10/1/1993,Queensland,9.2853156
10/1/1993,South Australia,11.0610266
10/1/1993,Western Australia,8.7667252
10/1/1993,Tasmania,12.6230517
10/1/1993,Northern Territory,5.9355499
10/1/1993,Australian Capital Territory,6.6080822
11/1/1993,Australia,10.3369086
11/1/1993,New South Wales,10.0550724
11/1/1993,Victoria,11.7526291
11/1/1993,Queensland,9.9566481
11/1/1993,South Australia,10.7545992
11/1/1993,Western Australia,8.5785586
11/1/1993,Tasmania,12.1526092
11/1/1993,Northern Territory,7.2692547
11/1/1993,Australian Capital Territory,6.2104409
12/1/1993,Australia,10.6962924
12/1/1993,New South Wales,10.4980417
12/1/1993,Victoria,12.2404473
12/1/1993,Queensland,10.0136093
12/1/1993,South Australia,10.8889346
12/1/1993,Western Australia,9.2110921
12/1/1993,Tasmania,12.0622935
12/1/1993,Northern Territory,6.9260166
12/1/1993,Australian Capital Territory,6.7627914
1/1/1994,Australia,11.3955236
1/1/1994,New South Wales,11.1840522
1/1/1994,Victoria,12.7879693
1/1/1994,Queensland,10.7349072
1/1/1994,South Australia,12.1135536
1/1/1994,Western Australia,9.6330733
1/1/1994,Tasmania,12.791005
1/1/1994,Northern Territory,8.6340059
1/1/1994,Australian Capital Territory,8.3549269
2/1/1994,Australia,11.4949297
2/1/1994,New South Wales,11.1354306
2/1/1994,Victoria,13.1706799
2/1/1994,Queensland,10.9322498
2/1/1994,South Australia,11.7766904
2/1/1994,Western Australia,9.6860043
2/1/1994,Tasmania,12.3493046
2/1/1994,Northern Territory,9.0851201
2/1/1994,Australian Capital Territory,8.9841767
3/1/1994,Australia,10.776313
3/1/1994,New South Wales,10.5582891
3/1/1994,Victoria,12.3651732
3/1/1994,Queensland,10.3931867
3/1/1994,South Australia,11.0311025
3/1/1994,Western Australia,8.795467
3/1/1994,Tasmania,11.7317885
3/1/1994,Northern Territory,6.7648534
3/1/1994,Australian Capital Territory,6.6971439
4/1/1994,Australia,10.0694828
4/1/1994,New South Wales,9.9049925
4/1/1994,Victoria,11.2038749
4/1/1994,Queensland,10.0035938
4/1/1994,South Australia,9.9104499
4/1/1994,Western Australia,8.447556
4/1/1994,Tasmania,11.5120887
4/1/1994,Northern Territory,7.447525
4/1/1994,Australian Capital Territory,6.8525556
5/1/1994,Australia,9.7036077
5/1/1994,New South Wales,9.5271032
5/1/1994,Victoria,10.8666712
5/1/1994,Queensland,9.1766625
5/1/1994,South Australia,10.2371215
5/1/1994,Western Australia,8.5260873
5/1/1994,Tasmania,10.6801483
5/1/1994,Northern Territory,6.154853
5/1/1994,Australian Capital Territory,6.4765394
6/1/1994,Australia,9.5165567
6/1/1994,New South Wales,9.6345272
6/1/1994,Victoria,10.3251745
6/1/1994,Queensland,8.7939881
6/1/1994,South Australia,10.2926034
6/1/1994,Western Australia,8.5251468
6/1/1994,Tasmania,10.2957463
6/1/1994,Northern Territory,6.2085411
6/1/1994,Australian Capital Territory,6.010575
7/1/1994,Australia,9.1130377
7/1/1994,New South Wales,9.0374691
7/1/1994,Victoria,9.8753267
7/1/1994,Queensland,8.7004571
7/1/1994,South Australia,10.0009503
7/1/1994,Western Australia,7.8508497
7/1/1994,Tasmania,10.5181585
7/1/1994,Northern Territory,6.8925665
7/1/1994,Australian Capital Territory,6.1799209
8/1/1994,Australia,9.1951675
8/1/1994,New South Wales,8.8957313
8/1/1994,Victoria,10.4822497
8/1/1994,Queensland,8.5647097
8/1/1994,South Australia,10.1619597
8/1/1994,Western Australia,7.738617
8/1/1994,Tasmania,10.3598273
8/1/1994,Northern Territory,7.0023687
8/1/1994,Australian Capital Territory,6.3374204
9/1/1994,Australia,9.3353087
9/1/1994,New South Wales,9.2583322
9/1/1994,Victoria,10.1505856
9/1/1994,Queensland,8.6147201
9/1/1994,South Australia,10.3576262
9/1/1994,Western Australia,8.153892
9/1/1994,Tasmania,10.8486741
9/1/1994,Northern Territory,8.2127981
9/1/1994,Australian Capital Territory,7.0499538
10/1/1994,Australia,8.5840675
10/1/1994,New South Wales,8.5179496
10/1/1994,Victoria,9.223619
10/1/1994,Queensland,7.8845544
10/1/1994,South Australia,10.0152489
10/1/1994,Western Australia,7.2257194
10/1/1994,Tasmania,10.0821352
10/1/1994,Northern Territory,7.4101121
10/1/1994,Australian Capital Territory,7.4725113
11/1/1994,Australia,8.620901
11/1/1994,New South Wales,8.2279149
11/1/1994,Victoria,9.5404145
11/1/1994,Queensland,8.2461285
11/1/1994,South Australia,9.9584734
11/1/1994,Western Australia,7.3891311
11/1/1994,Tasmania,10.597739
11/1/1994,Northern Territory,7.2092313
11/1/1994,Australian Capital Territory,5.888994
12/1/1994,Australia,8.8613872
12/1/1994,New South Wales,8.8048974
12/1/1994,Victoria,9.7059002
12/1/1994,Queensland,8.1023421
12/1/1994,South Australia,10.2173617
12/1/1994,Western Australia,7.2181989
12/1/1994,Tasmania,10.8475026
12/1/1994,Northern Territory,7.1324525
12/1/1994,Australian Capital Territory,7.0735984
1/1/1995,Australia,9.5422373
1/1/1995,New South Wales,9.145677
1/1/1995,Victoria,10.503986
1/1/1995,Queensland,9.0530275
1/1/1995,South Australia,10.7480674
1/1/1995,Western Australia,8.1589783
1/1/1995,Tasmania,12.1413933
1/1/1995,Northern Territory,8.4338227
1/1/1995,Australian Capital Territory,7.7758882
2/1/1995,Australia,9.7911894
2/1/1995,New South Wales,9.6115294
2/1/1995,Victoria,10.2502463
2/1/1995,Queensland,9.4985511
2/1/1995,South Australia,10.7099651
2/1/1995,Western Australia,8.904616
2/1/1995,Tasmania,11.8869732
2/1/1995,Northern Territory,8.4265773
2/1/1995,Australian Capital Territory,8.4009171
3/1/1995,Australia,9.0118693
3/1/1995,New South Wales,8.6648255
3/1/1995,Victoria,9.3260978
3/1/1995,Queensland,9.3341081
3/1/1995,South Australia,10.2984925
3/1/1995,Western Australia,7.8762956
3/1/1995,Tasmania,10.1102404
3/1/1995,Northern Territory,6.8148651
3/1/1995,Australian Capital Territory,8.093979
4/1/1995,Australia,8.2780857
4/1/1995,New South Wales,7.6403116
4/1/1995,Victoria,8.6571554
4/1/1995,Queensland,8.7236202
4/1/1995,South Australia,10.1216349
4/1/1995,Western Australia,7.2854188
4/1/1995,Tasmania,9.6903646
4/1/1995,Northern Territory,6.2339328
4/1/1995,Australian Capital Territory,6.8880983
5/1/1995,Australia,8.4211313
5/1/1995,New South Wales,7.7230001
5/1/1995,Victoria,8.768506
5/1/1995,Queensland,9.2421645
5/1/1995,South Australia,9.7966039
5/1/1995,Western Australia,7.4049228
5/1/1995,Tasmania,9.9135677
5/1/1995,Northern Territory,5.9307157
5/1/1995,Australian Capital Territory,7.0113777
6/1/1995,Australia,8.1022665
6/1/1995,New South Wales,7.4511597
6/1/1995,Victoria,8.460891
6/1/1995,Queensland,8.6371405
6/1/1995,South Australia,10.0334442
6/1/1995,Western Australia,7.0047669
6/1/1995,Tasmania,9.8709998
6/1/1995,Northern Territory,5.7914732
6/1/1995,Australian Capital Territory,6.1567006
7/1/1995,Australia,7.9302894
7/1/1995,New South Wales,7.1442132
7/1/1995,Victoria,8.5214799
7/1/1995,Queensland,8.3206427
7/1/1995,South Australia,9.5409584
7/1/1995,Western Australia,7.1614788
7/1/1995,Tasmania,9.0105575
7/1/1995,Northern Territory,7.4704412
7/1/1995,Australian Capital Territory,6.2179849
8/1/1995,Australia,8.0917979
8/1/1995,New South Wales,7.6484475
8/1/1995,Victoria,8.2973756
8/1/1995,Queensland,8.4927245
8/1/1995,South Australia,9.5823155
8/1/1995,Western Australia,6.9785221
8/1/1995,Tasmania,10.0966029
8/1/1995,Northern Territory,7.0669942
8/1/1995,Australian Capital Territory,6.88125
9/1/1995,Australia,8.3554625
9/1/1995,New South Wales,7.5340394
9/1/1995,Victoria,8.9855973
9/1/1995,Queensland,8.8456502
9/1/1995,South Australia,10.0240422
9/1/1995,Western Australia,7.5923878
9/1/1995,Tasmania,9.4609068
9/1/1995,Northern Territory,6.9059142
9/1/1995,Australian Capital Territory,6.1572222
10/1/1995,Australia,8.1013605
10/1/1995,New South Wales,7.1676227
10/1/1995,Victoria,8.9058389
10/1/1995,Queensland,8.8000117
10/1/1995,South Australia,9.5705179
10/1/1995,Western Australia,7.045018
10/1/1995,Tasmania,9.0268114
10/1/1995,Northern Territory,7.3553102
10/1/1995,Australian Capital Territory,5.8139977
11/1/1995,Australia,7.9814481
11/1/1995,New South Wales,7.4082733
11/1/1995,Victoria,8.112655
11/1/1995,Queensland,8.7974495
11/1/1995,South Australia,8.8898266
11/1/1995,Western Australia,7.1997884
11/1/1995,Tasmania,10.0911845
11/1/1995,Northern Territory,6.8027128
11/1/1995,Australian Capital Territory,6.7246512
12/1/1995,Australia,8.0602398
12/1/1995,New South Wales,7.223715
12/1/1995,Victoria,8.2492845
12/1/1995,Queensland,9.0291272
12/1/1995,South Australia,9.0538575
12/1/1995,Western Australia,7.5801751
12/1/1995,Tasmania,10.2401231
12/1/1995,Northern Territory,6.6598934
12/1/1995,Australian Capital Territory,7.1315035
1/1/1996,Australia,9.1014612
1/1/1996,New South Wales,8.2874977
1/1/1996,Victoria,9.1395708
1/1/1996,Queensland,10.2009049
1/1/1996,South Australia,10.3857412
1/1/1996,Western Australia,8.6454288
1/1/1996,Tasmania,10.7475813
1/1/1996,Northern Territory,7.0979844
1/1/1996,Australian Capital Territory,8.2249725
2/1/1996,Australia,9.2416
2/1/1996,New South Wales,8.3948727
2/1/1996,Victoria,9.8390366
2/1/1996,Queensland,9.7908175
2/1/1996,South Australia,10.5406424
2/1/1996,Western Australia,8.5865064
2/1/1996,Tasmania,10.1743218
2/1/1996,Northern Territory,7.3420303
2/1/1996,Australian Capital Territory,8.6721999
3/1/1996,Australia,8.8020822
3/1/1996,New South Wales,8.3534985
3/1/1996,Victoria,8.8173938
3/1/1996,Queensland,9.5438709
3/1/1996,South Australia,9.6414396
3/1/1996,Western Australia,8.0062532
3/1/1996,Tasmania,10.2043029
3/1/1996,Northern Territory,7.9958084
3/1/1996,Australian Capital Territory,8.708592
4/1/1996,Australia,8.6617504
4/1/1996,New South Wales,8.1586563
4/1/1996,Victoria,8.904338
4/1/1996,Queensland,9.517679
4/1/1996,South Australia,9.7966853
4/1/1996,Western Australia,7.1334291
4/1/1996,Tasmania,9.4710774
4/1/1996,Northern Territory,8.1125496
4/1/1996,Australian Capital Territory,8.4553423
5/1/1996,Australia,8.3715257
5/1/1996,New South Wales,7.7738522
5/1/1996,Victoria,8.3452036
5/1/1996,Queensland,9.3563022
5/1/1996,South Australia,9.7090021
5/1/1996,Western Australia,7.4556243
5/1/1996,Tasmania,9.8187108
5/1/1996,Northern Territory,6.413959
5/1/1996,Australian Capital Territory,8.1312766
6/1/1996,Australia,8.0107443
6/1/1996,New South Wales,7.4120376
6/1/1996,Victoria,7.7845399
6/1/1996,Queensland,9.1872193
6/1/1996,South Australia,8.8441105
6/1/1996,Western Australia,7.6251082
6/1/1996,Tasmania,10.2595324
6/1/1996,Northern Territory,4.7674863
6/1/1996,Australian Capital Territory,7.4563731
7/1/1996,Australia,8.028352
7/1/1996,New South Wales,7.3772829
7/1/1996,Victoria,8.1120273
7/1/1996,Queensland,8.9743757
7/1/1996,South Australia,9.0299108
7/1/1996,Western Australia,7.0264491
7/1/1996,Tasmania,10.5169151
7/1/1996,Northern Territory,6.4717471
7/1/1996,Australian Capital Territory,7.9334808
8/1/1996,Australia,8.4570913
8/1/1996,New South Wales,7.914989
8/1/1996,Victoria,8.6434547
8/1/1996,Queensland,9.3689261
8/1/1996,South Australia,9.2766963
8/1/1996,Western Australia,7.4287398
8/1/1996,Tasmania,10.0001183
8/1/1996,Northern Territory,5.02423
8/1/1996,Australian Capital Territory,8.6410014
9/1/1996,Australia,8.5754273
9/1/1996,New South Wales,7.9863765
9/1/1996,Victoria,9.2091012
9/1/1996,Queensland,9.0527829
9/1/1996,South Australia,9.4305263
9/1/1996,Western Australia,7.3975745
9/1/1996,Tasmania,10.4624672
9/1/1996,Northern Territory,5.5502091
9/1/1996,Australian Capital Territory,7.8320863
10/1/1996,Australia,8.2884595
10/1/1996,New South Wales,7.4653392
10/1/1996,Victoria,8.8872917
10/1/1996,Queensland,9.0890813
10/1/1996,South Australia,9.5010683
10/1/1996,Western Australia,7.0907945
10/1/1996,Tasmania,10.3280306
10/1/1996,Northern Territory,4.5879475
10/1/1996,Australian Capital Territory,7.6859862
11/1/1996,Australia,7.9986847
11/1/1996,New South Wales,7.0298774
11/1/1996,Victoria,8.7615798
11/1/1996,Queensland,8.53977
11/1/1996,South Australia,9.2058174
11/1/1996,Western Australia,7.2867765
11/1/1996,Tasmania,9.8461479
11/1/1996,Northern Territory,4.840458
11/1/1996,Australian Capital Territory,7.5204986
12/1/1996,Australia,8.5361898
12/1/1996,New South Wales,7.7313436
12/1/1996,Victoria,9.067083
12/1/1996,Queensland,9.1757082
12/1/1996,South Australia,9.7296874
12/1/1996,Western Australia,7.4749647
12/1/1996,Tasmania,11.2881284
12/1/1996,Northern Territory,5.0904352
